1,http://utuwa-kobako.blog.so-net.ne.jp,- kobako blog -,TRUE
2,http://tai-yama-part2.blog.so-net.ne.jp,10万km超えたZ、第二章,TRUE
3,http://onemore01.blog.so-net.ne.jp,1/144ヒコーキ工房,TRUE
4,http://qk32.blog.so-net.ne.jp,1973年1月23日生・独身・さぁどうする!?,TRUE
5,http://maosanchan.blog.so-net.ne.jp,2わんとのんびり,TRUE
6,http://to-mu.blog.so-net.ne.jp,a domani,TRUE
7,http://momo0529.blog.so-net.ne.jp,aby's cafe,TRUE
8,http://aki-web-site.blog.so-net.ne.jp,AKI-WEB-SITE 漫画・日記・写真を公開中,TRUE
9,http://andante-kyon2.blog.so-net.ne.jp,Andante Ⅱ,TRUE
10,http://bybycycle.blog.so-net.ne.jp,BD-1と写真と,TRUE
11,http://sunshower21.blog.so-net.ne.jp,Benyの菜園,TRUE
12,http://bit-diary.blog.so-net.ne.jp,bit日記,TRUE
13,http://gan-blackpenguin5.blog.so-net.ne.jp,blackpenguin's bar,TRUE
14,http://yasai-88.blog.so-net.ne.jp,BLOG SITE　HighWay Star,TRUE
15,http://code-a.blog.so-net.ne.jp,blog:code-a,TRUE
16,http://naorin2-274.blog.so-net.ne.jp,Blue SplashⅢ,TRUE
17,http://aquabbbb.blog.so-net.ne.jp,B型アクエリアスⅣ,TRUE
18,http://monaco-life.blog.so-net.ne.jp,B型ママの子育て日記,TRUE
19,http://cookiegarden.blog.so-net.ne.jp,cookie's garden,TRUE
20,http://coolandjazzy.blog.so-net.ne.jp,cool & jazzy,TRUE
21,http://pontiac.blog.so-net.ne.jp,D60つれてこ !,TRUE
22,http://dankai-gener.blog.so-net.ne.jp,DANKAI身辺雑記,TRUE
23,http://sonicmaizuru.blog.so-net.ne.jp,e-sony shop ソニックマイヅルのブログ,TRUE
24,http://wine-montrachet.blog.so-net.ne.jp,EdenhallとSuperFlyers,TRUE
25,http://emiclock.blog.so-net.ne.jp,Emi Clockは、どうなったの？,TRUE
26,http://e-flower.blog.so-net.ne.jp,Erena flower（エレナフラワー),TRUE
27,http://fareastcafe.blog.so-net.ne.jp,FarNorthCafe,TRUE
28,http://donna2.blog.so-net.ne.jp,Francis's Photolog-2,TRUE
29,http://to-ru.blog.so-net.ne.jp,Free Flight,TRUE
30,http://gokigensan-pictures4.blog.so-net.ne.jp,Gokigensan-Pictures4,TRUE
31,http://robin2826.blog.so-net.ne.jp,Green's log,TRUE
32,http://hana2009-5.blog.so-net.ne.jp,hana blog,TRUE
33,http://maeast0712.blog.so-net.ne.jp,*Happy Lucky Smile Days*,TRUE
34,http://hieroh66.blog.so-net.ne.jp,hierohフォトルーム,TRUE
35,http://k-isaragi.blog.so-net.ne.jp,himawari turedureni,TRUE
36,http://photodiary-hiro.blog.so-net.ne.jp,Hiroshi's photo collection,TRUE
37,http://showgames.blog.so-net.ne.jp,IT系町工場を目指せ！,TRUE
38,http://jazzchatnet.blog.so-net.ne.jp,jazzchat.jp,TRUE
39,http://jixji.blog.so-net.ne.jp,JIJI's Photo Gallery,TRUE
40,http://hamamatu-tetu.blog.so-net.ne.jp,JR浜松鉄道Offical Page　浜鉄Blog,TRUE
41,http://justice-u3.blog.so-net.ne.jp,Justice !,TRUE
42,http://kaji-mulberrysurf.blog.so-net.ne.jp,kajiブログサーフィンライフ/千葉県南房総/和田町,TRUE
43,http://kazu-kun-no.blog.so-net.ne.jp,kazu-kun2626の写真日記,TRUE
44,http://kiki-kiki-kiki.blog.so-net.ne.jp,kikiのいろいろ,TRUE
45,http://kimagurekoubou.blog.so-net.ne.jp,KIMAGURE工房のブログ,TRUE
46,http://kinkin-everyday.blog.so-net.ne.jp,kinkinの日常録,TRUE
47,http://kinki-iro.blog.so-net.ne.jp,KinKi色暗号,TRUE
48,http://kiyo2011.blog.so-net.ne.jp,Kiyo's blog 2011,TRUE
49,http://koco23.blog.so-net.ne.jp,Koco's Diary,TRUE
50,http://komin.blog.so-net.ne.jp,Komin's Photo Blog,TRUE
51,http://kosa-p2.blog.so-net.ne.jp,kosa-pのにっき,TRUE
52,http://kotori-cafe.blog.so-net.ne.jp,kotori cafe,TRUE
53,http://ksgarden.blog.so-net.ne.jp,K's garden,TRUE
54,http://ks-photo2.blog.so-net.ne.jp,K's Photo (Part2),TRUE
55,http://kunkunbear.blog.so-net.ne.jp,Kun-Kun*BEAR のテディベア,TRUE
56,http://googoogoonco.blog.so-net.ne.jp,La Boh?me**,TRUE
57,http://2012-ano-hana-2013.blog.so-net.ne.jp,Laboratorio de WAKAEDE,TRUE
58,http://len44.blog.so-net.ne.jp,Len's Diary,TRUE
59,http://shootingstar-chiharu.blog.so-net.ne.jp,Let's しっちゃかめっちゃか！！,TRUE
60,http://darksazaby.blog.so-net.ne.jp,Light River,TRUE
61,http://emix-handmade-life.blog.so-net.ne.jp,LOVE☆HandMade♪,TRUE
62,http://magnificent18.blog.so-net.ne.jp,magnificent18,TRUE
63,http://aikencocoprinissi.blog.so-net.ne.jp,makkunの犬ばか日誌 (^^ Vol.2,TRUE
